AFP,A0,0.298983
AGAP7P,CHRNB4,0.178974
AGBL2,PADI4,0.0592894
AGBL4,AMBP,0.21722
AGMAT,TP53,0.240526
AGR3,A0,0.0755856
AGRP,HSD17B3,0.00509018
AGTR2,HSD17B3,0.00509018
ETNPPL,PDAP1,0.0387186
AGXT2,HSD17B3,0.00509018
AGXT,CSRP2,0.142699
AHSG,CDS1,0.0522822
AJAP1,PLEKHH1,0.303722
AK5,TP53,0.84098
AK7,TP53,1
AKAP14,SLMAP,0.491917
AKAP3,ZFP64,0.0441237
AKR1B15,TP53,0.306972
AKR1C4,HSD17B3,0.00509018
AKR1D1,TLR3,0.0367637
AKR7A3,A0,0.172464
AKR7L,SPRY3,0.0806547
ALAS2,HSD17B3,0.00509018
ALB,A0,0.80127
ALDH8A1,LINC00933,0.0636961
ALDOB,RMND1,0.035889
ALK,SH3BP4,0.0636964
ALOX12B,ZBTB25,0.02373
ALOX12P2,CELF6,0.0483253
ALOX12,PTCHD3P1,0.0822533
ALOX15B,A0,0.202204
ALOX15,A0,0.184744
ALOXE3,PITX2,0.259247
ALPI,KLK14,0.110554
ALPPL2,HSD17B3,0.00509018
ALPP,RHBDL2,0.0539641
ALS2CR11,IGFBP6,0.175377
ALS2CR12,HSD17B3,0.00509018
ALX1,VAPA,0.0626727
ALX3,DHX40,0.054434
ALX4,A0,0.375238
AMBP,BCL2L13,0.0801737
AMDHD1,C8orf86,0.0397161
AMH,CDX4,0.170298
AMN,WDR4,0.0633159
AMPD1,A0,0.108924
AMTN,OR4L1,0.10388
AMY1A,TP53,0.998201
AMY2A,RNF217,0.104369
AMZ1,MAP3K1,0.684338
ANGPT4,HSD17B3,0.00509018
ANGPTL3,CDS1,0.0522822
ANGPTL6,MLLT3,0.0288774
ANKFN1,RNF217,0.0814984
ANKK1,A0,0.16992
ANKLE1,TP53,0.197452
ANKRD1,IL1RL1,0.0505588
ANKRD20A3,TRPC4,0.0557998
ANKRD2,CLDN12,0.0904295
ANKRD30A,TP53,0.808664
ANKRD30B,A0,0.190527
ANKRD34B,TP53TG5,0.0501531
ANKRD34C,OR4D10,0.0577076
ANKRD36B,DTX2,0.0154837
SOWAHA,A0,0.162232
ANKRD45,ATP11A,0.0656399
ANKRD55,PNCK,0.0714408
SOWAHD,SRPX2,0.174357
ANKS4B,CXorf65,0.0314237
ANO2,TP53,0.711621
ANO3,A0,0.638769
ANO4,ETV7,0.0472132
ANO7,GAS2L3,0.114113
ANP32C,HSD17B3,0.00509018
ANXA13,HSD17B3,0.00509018
ANXA2P3,BACH2,0.229664
APC2,CPS1,0.673369
APCS,CDS1,0.0522822
APOA1,ERV3-1,0.121169
APOA2,CDS1,0.0522822
APOA4,CDS1,0.0522822
APOA5,CDS1,0.0522822
APOBEC1,HSD17B3,0.00509018
APOBEC2,HSD17B3,0.00509018
APOBEC3H,SRPX2,0.463395
APOBEC4,SLC26A4,0.527201
APOB,A0,0.961104
APOC1P1,HSD17B3,0.00509018
APOC2,SPEF2,0.0458618
APOC3,CDS1,0.0522822
APOC4,HSD17B3,0.00509018
APOF,ATXN3L,0.0969836
APOH,HSD17B3,0.00509018
AQP10,HSD17B3,0.00509018
AQP11,XPNPEP2,0.0728321
AQP12A,HSD17B3,0.00509018
AQP12B,HSD17B3,0.00509018
AQP2,MST1,0.0185207
AQP4,A0,0.391677
AQP5,A0,0.384465
AQP6,HEYL,0.0796524
AQP7P1,A0,0.905999
AQP7P3,HSD17B3,0.00509018
AQP8,HSD17B3,0.00509018
AQP9,TP53,1
LVRN,A0,0.974193
ARG1,CDS1,0.0254325
ARHGAP11B,FRS3,0.113601
ARHGAP36,A0,0.712914
ARHGDIG,PFKP,0.114773
ARHGEF33,CCSER1,0.256347
ARHGEF38,TP53,0.909538
ARID3C,HSD17B3,0.00509018
ARL9,PLEKHF1,0.796273
ARMC3,R3HDM2,0.0819373
ARMC4,USP29,0.0584343
ARPP21,IL21,0.0565873
ARSE,SIN3A,0.0860375
ARSF,PLEKHB2,0.0349882
ART3,TP53,1
ART4,C9orf43,0.439819
ART5,FNTB,0.109529
ARX,UMODL1,0.146811
ASAH2,HSD17B3,0.00509018
ASB11,HSD17B3,0.00509018
ASB12,HSD17B3,0.00509018
ASB14,HSD17B3,0.00509018
ASB15,HSD17B3,0.00509018
ASB16,RPL5,0.104167
ASCL1,DDHD2,0.0545321
ASCL4,ZNF587,0.0980044
ASGR1,IFNW1,0.0279308
ASGR2,MAST1,0.103733
ASPDH,HSD17B3,0.00509018
ASPHD1,C11orf24,0.0614319
ASTN1,A0,0.218588
ATCAY,NPAS2,0.0324937
ATG9B,SLMAP,0.0862149
ATOH1,HSD17B3,0.00509018
ATOH7,HSD17B3,0.00509018
ATP12A,KCNQ5,0.329517
ATP13A4,A0,0.263981
ATP13A5,A0,0.341825
ATP1A3,SHISA6,0.160788
ATP1A4,ZMAT4,0.0904669
ATP2A1,TRPC4,0.104362
ATP2B2,C2orf83,0.162302
ATP2B3,IL17RD,0.132367
ATP4A,HSD17B3,0.00509018
ATP4B,HSD17B3,0.00509018
ATP6V0A4,A0,0.295645
ATP6V0D2,FBN3,0.022813
ATP6V1B1,PGAP3,0.114389
ATP6V1G2,OR51B5,0.0898122
ATP6V1G3,HSD17B3,0.00509018
ATP8A2,PIK3CA,0.252597
ATP8B3,GDPD5,0.135088
AURKAPS1,HSD17B3,0.00509018
AURKC,MIR2114,0.0573225
AVPR1B,HSD17B3,0.00509018
AZU1,TLE2,0.176762
B3GALT1,MPEG1,0.242819
B3GALT5,A0,0.163126
B3GAT2,HSD17B3,0.00509018
B3GNT4,ATAD1,0.0996321
B3GNT6,HSD17B3,0.00509018
B4GALNT2,TP53,0.183971
BAAT,CDS1,0.0522822
BAGE2,LRRC66,0.0955659
ADGRB1,TP53,0.497186
BAIAP2L2,TP53,0.965351
BARHL2,GNG11,0.0455379
BARX1,TP53,0.999741
BARX2,A0,0.142572
BBOX1,PIK3CA,0.354445
BCAN,CDK12,0.356246
BCL2L10,NAPA,0.35756
BCL2L15,ANK3,0.303169
NBEAP1,EN1,0.0288588
BCO1,POLR1C,0.214204
BEAN1,ZNF254,0.208234
BEGAIN,A0,0.0818723
BEND4,ZNF680,0.0571151
BEST2,ZBTB25,0.02373
BEST3,INO80C,0.0939877
BEST4,KRT7,0.0318791
BEX1,MIEN1,0.134167
BHLHA15,ZNF711,0.940812
BHLHE23,HSD17B3,0.00509018
BIRC7,ETV6,0.113356
BLID,HSD17B3,0.00509018
BMP10,HSD17B3,0.00509018
BMPR1B,A0,0.262383
BMS1P4,BCOR,0.326929
BNC1,A0,0.497353
BPIFB2,A0,0.153974
BPIFC,ZBTB25,0.02373
BPI,ATP11AUN,0.501211
BRDT,HCFC2,0.452182
BRIP1,PTEN,0.491124
BRSK2,ABHD13,0.0941339
BSND,HSD17B3,0.00509018
BSN,TP53,0.77657
BTBD17,HSD17B3,0.00509018
BTBD19,TMEM30A,0.101594
BTLA,LINC00290,0.0918986
BTN2A3P,TMCC1,0.0295078
BTNL3,HSD17B3,0.00509018
BTNL8,MPP3,0.0568788
C10orf105,OPRD1,0.081196
C10orf107,VANGL1,0.0601464
IDI2-AS1,FGFRL1,0.0731091
C10orf128,A0,0.189074
ACSM6,IQCC,0.145664
SKIDA1,XRRA1,0.137014
C10orf55,SPTLC2,0.100273
C10orf67,RNF215,0.161998
C10orf71,HSD17B3,0.00509018
CFAP43,TP53,1
PLEKHS1,A0,0.192256
C10orf82,CTTN,0.0630098
C10orf90,A0,0.757366
C10orf91,SCN3B,0.0826881
C10orf95,PDAP1,0.436098
C11orf16,OPN4,0.122101
C11orf21,ABCD2,0.161622
LMNTD2,TSPAN12,0.0943381
C11orf53,WDR13,0.0231938
PPP1R32,KDM5A,0.125222
C11orf86,IL6ST,0.662348
C11orf87,HSD17B3,0.00509018
C11orf88,OR6B1,0.414498
HNF1A-AS1,HSD17B3,0.00509018
LINC01559,FOXG1,0.109589
SPX,A0,0.642053
C12orf54,HSD17B3,0.00509018
C12orf56,OLR1,0.705187
TMEM52B,ATG4D,0.0845454
C12orf60,CTCF,0.581864
SMCO3,LACTB,0.547988
TEX29,HSD17B3,0.00509018
FAM216B,COQ5,0.0451014
SERTM1,MST1,0.0185207
CCDC169,MAF,0.105576
C14orf105,PTP4A2,0.0463974
VRTN,CTNND2,0.0395225
CCDC177,DOK5,0.315818
SAMD15,C6orf141,0.0207886
TMEM253,GOLGA2P5,0.0907247
C14orf180,A0,0.888008
IGBP1P1,BACH2,0.229664
LINC01551,HSD17B3,0.00509018
LINC00520,HSD17B3,0.00509018
PPP1R36,TP53,0.99811
LINC01550,A0,0.20611
SLC25A47,CDS1,0.0522822
LINC00239,HSD17B3,0.00509018
EXOC3L4,IGSF3,0.610151
CFAP161,CNP,0.154242
TMEM266,SLC36A1,0.0182418
ANP32A-IT1,HSD17B3,0.00509018
FAM227B,TP53,0.852713
HEXA-AS1,CSMD1,0.24536
C15orf56,PHOX2B,0.10242
PRR35,HSD17B3,0.00509018
C16orf59,TP53,0.428457
C16orf71,LEO1,0.126314
MEIOB,HES6,0.139406
BRICD5,VAV3,0.044082
CCDC189,ATP6V0C,0.109181
C17orf102,LEO1,0.117527
MEIOC,A2ML1,0.184897
LINC00482,RPSAP52,0.1396
MILR1,SRPX2,0.934181
LINC00483,HSD17B3,0.00509018
C17orf74,HSD17B3,0.00509018
C17orf77,ALKBH1,0.140033
C17orf78,HSD17B3,0.00509018
C17orf82,KLF8,0.0692092
SCIMP,PPP3CA,0.0583876
PRAC2,CNKSR2,0.028784
AQP4-AS1,HSD17B3,0.00509018
DYNAP,SLAIN2,0.0987566
LINC00470,RNF217,0.379937
CCDC178,TP53,0.998628
TYMSOS,CRABP1,0.149487
C19orf18,KCNIP4,0.161386
CIRBP-AS1,ENPP5,0.0705891
CBARP,EIF2AK3,0.0220246
MIR7-3HG,SAMD11,0.052988
C19orf35,MLLT3,0.0307324
IZUMO4,SLC30A9,0.239943
C19orf38,GALNT11,0.197719
C19orf45,FGFRL1,0.0835463
DNAAF3,PIK3CA,0.845303
MCEMP1,NOTCH1,0.386845
ERICH4,HSD17B3,0.00509018
C19orf73,IREB2,0.0453396
SMIM24,TRPC4,0.104362
C1QL2,TP53,0.704802
C1QL3,CEACAM19,0.0542145
C1QL4,TP53,0.999619
C1QTNF4,GREB1L,0.0616441
C1QTNF9B,DEFB129,0.151122
C1QTNF9,TP53,0.856599
CCDC190,IQCC,0.242056
CCDC181,SMOC2,0.632942
AXDND1,HSD17B3,0.00509018
C1orf127,DEPDC4,0.22453
MROH9,HSD17B3,0.00509018
NCMAP,A0,0.149191
GCSAML,PRICKLE2,0.402158
PFN1P2,HSD17B3,0.00509018
C1orf158,SLMAP,0.21984
MAB21L3,COQ4,0.448131
C1orf168,TP53,0.951183
ERICH3,TP53,0.999969
LEXM,HSD17B3,0.00509018
DRAXIN,VIT,0.151558
C1orf189,HSD17B3,0.00509018
CFAP126,CNNM4,0.0361713
C1orf194,DDB1,0.0404334
C1orf228,SLMAP,0.994901
C1orf229,HSD17B3,0.00509018
RIIAD1,TRPC4,0.104362
C1orf53,TRUB1,0.0459513
C1orf61,HSD17B3,0.00509018
C1orf64,HRNR,0.104841
CCDC185,CRIPAK,0.329708
C1orf87,HSD17B3,0.00509018
LRRC71,HSD17B3,0.00509018
C1orf94,STAG3L4,0.0392648
LAMP5,CDH1,0.531112
BPIFB1,A0,0.120682
TLDC2,CAP1,0.049822
FNDC11,PHLDB3,0.100155
C20orf197,HSD17B3,0.00509018
C20orf202,HSD17B3,0.00509018
C20orf203,HSD17B3,0.00509018
CFAP61,SDK2,0.0565023
TMEM74B,FGFRL1,0.0845048
LINC00261,TRPC4,0.0660336
BPIFA2,BCORL1,0.03346
C20orf85,IGF2R,0.0881696
SLX4IP,FGFR3,0.156287
ZNF295-AS1,HSD17B3,0.00509018
LINC00319,ZBTB9,0.07333
UMODL1-AS1,SLMAP,0.502435
LINC00323,HSD17B3,0.00509018
LINC00320,HSD17B3,0.00509018
TSPEAR,USP34,0.148122
C21orf62,MST1,0.0185207
B3GALT5-AS1,A0,0.216853
TSPEAR-AS2,CCDC82,0.0382659
C22orf15,SLMAP,0.941474
PRR34,HSD17B3,0.00509018
SYCE3,CTCF,0.0887808
ADORA2A-AS1,SH3BP5,0.0708556
C2CD4A,ERBB2,0.258962
C2CD4C,TP53,0.114689
C2CD4D,TET3,0.227868
CYP4F30P,ZAN,0.218131
C2orf27A,PIK3CA,0.173673
DRC1,OTOGL,0.0639405
C2orf48,OR13C8,0.0302358
C2orf50,CYTH4,0.0771847
CYP1B1-AS1,MEIS3,0.13945
CATIP,CLDN6,0.109067
M1AP,ABCA6,0.042021
C2orf70,SLMAP,0.251603
C2orf71,ZFYVE27,0.180696
C2orf72,GATA3,0.0781804
C2orf80,HSD17B3,0.00509018
C2orf82,A0,0.540869
FAM228A,HSD17B3,0.00509018
RTP5,HSD17B3,0.00509018
C3P1,CDS1,0.0522822
ANKUB1,HSD17B3,0.00509018
SSUH2,TLE6,0.0342397
C3orf36,HSD17B3,0.00509018
LINC00852,CYP2U1,0.0238277
LSMEM2,HSD17B3,0.00509018
PQLC2L,PIK3CA,0.446164
LINC00488,HSD17B3,0.00509018
C3orf67,ALDH3B1,0.0570864
FOXL2NB,CASP8,0.123191
C4BPA,A0,0.631453
C4BPB,PRICKLE2,0.115512
WWC2-AS2,HSD17B3,0.00509018
FAM218A,MED13,0.0458954
MSANTD1,HSD17B3,0.00509018
C4orf47,RNF217,0.131162
C4orf48,ZBTB1,0.270142
MGARP,TP53,0.930994
C4orf50,HSD17B3,0.00509018
LINC01587,SSX2IP,0.0668898
FDCSP,A0,0.401762
DCANP1,LINC00290,0.0703569
LINC01554,A0,0.387575
C5orf38,CAMK4,0.086232
FNDC9,HSD17B3,0.00509018
C5orf46,TP53,0.975822
C5orf49,SRCAP,0.0562082
ADGB,SLMAP,0.824077
C6orf118,SLMAP,0.824077
LINC00242,TRPC4,0.104362
LINC01558,TMEM236,0.0905026
MLLT4-AS1,RNFT1,0.0295447
CLPSL2,PADI4,0.0308024
PTCHD4,TP53,0.999969
MLIP,ETV6,0.24735
LRRC73,SHANK2,0.0908709
LINC00472,TP53,1
C6orf15,PCID2,0.149476
CFAP206,HDAC5,0.0390831
METTL24,HSD17B3,0.00509018
C6orf201,HSD17B3,0.00509018
LINC00574,HSD17B3,0.00509018
LINC00271,RNF217,0.298117
C6orf222,HSD17B3,0.00509018
C6orf223,ANO6,0.305962
SAPCD1,CXCR3,0.0933985
VWA7,IGF2R,0.0124032
LINC00240,HSD17B3,0.00509018
C6orf52,NLRP2,0.0399974
C6orf58,RNF217,0.601289
ARMC12,SLC9A5,0.0413205
C6,TP53,0.997866
PPP1R17,HSD17B3,0.00509018
NYAP1,A0,0.173896
NAT16,RNF217,0.128427
LSMEM1,TSEN2,0.108703
SND1-IT1,HSD17B3,0.00509018
C7orf57,CLK3,0.0532823
C8A,CDS1,0.0522822
C8B,ISM2,0.0228863
C8G,CDS1,0.0522822
C8orf22,HSD17B3,0.00509018
C8orf31,NMU,0.0335409
C8orf34,HDDC2,0.0458653
C8orf44,SPTLC2,0.211815
C8orf46,IKZF3,0.241504
C8orf48,MAVS,0.0178037
RHPN1-AS1,APBB3,0.0222582
LINC00588,HSD17B3,0.00509018
ZNF252P-AS1,HSD17B3,0.00509018
NUGGC,PGF,0.0214132
FAM225A,MAGEC2,0.0427662
FAM225B,CAND2,0.158615
CFAP157,LEO1,0.0927664
FAM201A,ZNF503-AS1,0.0229751
C9orf131,HSD17B3,0.00509018
C9orf135,NDN,0.0540118
CFAP77,VWC2L,0.273723
C9orf172,GRIK2,0.0864546
C9orf24,HNRNPA1,0.202584
FRRS1L,HSD17B3,0.00509018
C9orf50,HSD17B3,0.00509018
C9orf66,DUSP13,0.044809
GLIS3-AS1,HSD17B3,0.00509018
TMEM252,HSD17B3,0.00509018
C9orf84,ATP10B,0.0857609
STKLD1,EXOSC2,0.032932
AK8,PSMC3,0.0740355
C9,CDS1,0.0522822
CA10,CSNK1E,0.54859
CA14,PRICKLE2,0.115768
CA1,HSD17B3,0.00509018
CA5A,HSD17B3,0.00509018
CA6,LRRC4,0.258271
CA7,STAM2,0.219183
CA8,EPC1,0.0840521
CA9,TP53,1
CABP4,TSPAN5,0.026604
CABP7,THRAP3,0.586521
CACNA1A,RHOA,0.0375744
CACNA1B,WNT2,0.0929826
CACNA1E,NKX2-2,0.081647
CACNA1F,KHK,0.0326716
CACNA1G,TP53,1
CACNA1I,RNASEK,0.170319
CACNA1S,HSD17B3,0.00509018
CACNA2D3,NEK1,0.120574
CACNG1,SHISA9,0.0242724
CACNG2,TTC29,0.151612
CACNG3,HSD17B3,0.00509018
CACNG6,GBP6,0.738345
CACNG8,HSD17B3,0.00509018
CADM2,TP53,0.228715
CADPS,TTC7B,0.174461
CALB1,HSD17B3,0.00509018
CALCA,PRSS35,0.52585
CALCB,KLF8,0.169614
CALCR,LDB2,0.16224
CALHM1,TOX2,0.181973
CALHM3,HSD17B3,0.00509018
CALML5,A0,0.317994
CALN1,TSPAN9,0.0926095
CALY,FRRS1,0.0365494
CAMK1G,RPAP1,0.102601
CAMK2B,TP53,0.950893
CAMK2N2,SEPT10,0.0328115
CAMK4,PRNP,0.108155
CAMKV,TP53,0.341619
CAMP,ERBB2,0.11957
CAPN11,A0,0.62483
CAPN9,ACTL6B,0.489978
CAPSL,CLMN,0.149326
CARD18,ELAVL2,0.0947664
CARTPT,LEO1,0.120996
CASC1,TP53,0.98603
CASKIN1,ATG16L2,0.0424813
CASP14,TP53,0.834741
CASP5,ZNF479,0.116957
CASR,HSD17B3,0.00509018
CASS4,CCDC105,0.0624108
CATSPER1,TC2N,0.0290073
CATSPER2P1,IWS1,0.34563
CATSPERB,ZNF546,0.0410413
CATSPERG,TP53,0.983986
CAV3,HSD17B3,0.00509018
CBLN1,ODF2,0.171979
CBLN2,PIK3CA,0.687268
CBLN4,TP53,0.996527
CBWD5,TCF3,0.0519564
CCBE1,A0,0.27266
CFAP65,CRIPAK,0.139795
CCDC110,AOX1,0.111848
CCDC114,RBMXL1,0.113115
CCDC116,HSD17B3,0.00509018
CFAP53,OR4K13,0.0707833
CCDC129,A0,0.316513
DRC7,MCM7,0.84766
CCDC13,SLMAP,0.752512
CCDC141,A0,0.198741
CCDC144A,SHANK2,0.0242643
CCDC144B,A0,0.116991
CCDC144CP,URI1,0.201473
CFAP58,NRSN1,0.67767
CCDC148,TP53,1
CCDC150,TP53,0.655751
CCDC151,GATA3,0.379221
CCDC153,SLMAP,0.303989
CCDC154,HSD17B3,0.00509018
CCDC158,TP53,1
CCDC160,KCNJ10,0.0405248
CCDC163P,GLI3,0.0881269
CCDC17,SLMAP,0.332193
CFAP45,PIK3CA,0.970032
CCDC33,AP3M1,0.0689323
CCDC36,TP53,0.369229
CFAP100,SLMAP,0.941474
CCDC39,TP53,0.990463
CFAP73,SLMAP,0.226724
CCDC65,SYT5,0.350327
CCDC67,PARP6,0.0618571
CCDC78,GAL3ST1,0.182514
CCDC81,PLEKHB2,0.0770391
CCDC87,MAP2K4,0.141629
CCKAR,HSD17B3,0.00509018
CCKBR,TP53,0.995949
CCK,OR10G4,0.0373762
CCL15-CCL14,HSD17B3,0.00509018
CCL16,CDS1,0.0522822
CCL17,HRAS,0.0625757
CCL23,HSD17B3,0.0038746
CCL24,ZBED5,0.237826
CCL25,HSD17B3,0.00509018
CCL26,RHPN2,0.0335828
CCL28,A0,0.574252
CCL3L1,HDAC4,0.0559891
CCL3L3,HSD17B3,0.00509018
CCL7,TP53,0.540053
CCNA1,PDHX,0.532187
CCNB3,CD44,0.174643
CCNI2,MX1,0.0241671
CCR10,SLC36A1,0.0409565
CCR4,TBX22,0.0110209
CCR8,C20orf196,0.059702
CD160,HMGXB4,0.0229148
CD164L2,RPS6KB1,0.286426
CD177,EIF4G3,0.291336
CD19,GREB1L,0.0911973
CD1A,PLA2G1B,0.153827
CD1E,PLA2G1B,0.0528253
CD226,MICU1,0.0991676
CD300C,SRPX2,0.142796
CD300E,HSD17B3,0.00509018
CD300LF,PTEN,0.143218
CD38,SCN2A,0.0229155
CD3G,CACNA1D,0.0231214
CD40LG,HS3ST4,0.0803305
CD5L,HSD17B3,0.00509018
CD70,SPTLC2,0.232082
CD80,GRB7,0.0833535
CDC20B,NEB,0.0466829
CDC25C,TP53,0.963247
CDH10,OR10G7,0.084874
CDH12,A0,0.389627
CDH15,LGR4,0.0152147
CDH16,HSD17B3,0.00509018
CDH17,HSD17B3,0.00509018
CDH18,GRAMD1B,0.188131
CDH20,FIP1L1,0.080973
CDH22,SLC22A18,0.0515632
CDH4,TRUB1,0.0456178
CDH7,PLEKHN1,0.0675141
CDH8,NR1H2,0.211069
CDH9,HSD17B3,0.00509018
CDHR1,CDKN2AIP,0.0847256
CDHR2,HSD17B3,0.00509018
CDHR3,THRA,0.0170632
CDHR4,CELA2B,0.244517
CDHR5,CCT7,0.294874
CDK5R2,CLEC18B,0.0610744
CDKL2,TP53,0.997927
CDKN2B-AS1,GRAMD1B,0.0245648
CDNF,TP53,0.0456691
CDR1,A0,0.247164
CDRT1,HSD17B3,0.00509018
CDSN,ZMYM3,0.0241815
CDX1,FLI1,0.0342764
CDX2,LANCL2,0.0814698
CEACAM20,HSD17B3,0.00509018
CEACAM21,SLMAP,0.0369679
CEACAM3,HSD17B3,0.00509018
CEACAM4,HSD17B3,0.00509018
CEACAM8,HSD17B3,0.00509018
CEBPE,HSD17B3,0.00509018
CECR6,MUC15,0.271796
CECR7,RNFT1,0.311178
CELF3,PITX2,0.0659539
CELF4,CRIPAK,0.138144
CELF5,A0,0.215389
CELP,OR5W2,0.344006
CENPA,FGF19,0.327898
CENPI,TP53,1
CEP170P1,HSD17B3,0.00509018
CES3,A0,0.122459
CES5A,SPOCK3,0.193622
CETP,CHD4,0.0531519
CFC1B,IFT140,0.342914
CFHR1,MIR663A,0.0603837
CFHR2,CDS1,0.0522822
CFHR3,HSD17B3,0.00509018
CFHR4,HSD17B3,0.00509018
CFHR5,CDS1,0.0522822
CFTR,GP6,0.0545196
CGA,SYT13,0.101845
CGB5,HSD17B3,0.00509018
CGB7,HSD17B3,0.00509018
CGB8,HSD17B3,0.00509018
CGB3,HSD17B3,0.00509018
CHAC1,TP53,1
CHAD,TP53,0.970121
CHAT,HSD17B3,0.00509018
CHGA,FGFRL1,0.0601748
CHGB,ZBTB33,0.0340322
CHIA,TLE1,0.0492651
CHIT1,RFC4,0.0122381
CHODL,A0,0.344706
CHRM1,A0,0.344317
CHRM4,AMBP,0.305843
CHRNA10,HSD17B3,0.00509018
CHRNA1,IKZF3,0.154204
CHRNA2,CEACAM19,0.110317
CHRNA3,RNF217,0.1192
CHRNA4,PCTP,0.142337
CHRNA6,PDE11A,0.0399901
CHRNA7,ZNF717,0.0409371
CHRNA9,WAC,0.117387
CHRNB2,A0,0.0917263
CHRNB4,APOBEC1,0.106552
CHRND,COASY,0.104386
CHRNE,GATA3,0.0480129
CHST13,ZBTB48,0.073979
CHST4,ZNF566,0.198518
CHST5,HSD17B3,0.00509018
CHST8,A0,0.198329
CITED1,TP53,0.978357
CKM,GNLY,0.327492
CLCA1,DSG1,0.0223309
CLCN1,CHERP,0.0535851
CLCNKA,AMBP,0.042295
CLCNKB,HSD17B3,0.00509018
CLC,NARS,0.0464972
CLDN10,A0,0.425538
CLDN14,SFTPC,0.0342689
CLDN16,C18orf8,0.0183596
CLDN17,HSD17B3,0.00509018
CLDN18,HSD17B3,0.00509018
CLDN19,TP53,0.912054
CLDN20,HSD17B3,0.00509018
CLDN22,HSD17B3,0.00509018
CLDN2,SSTR4,0.138279
CLDN6,CD44,0.178471
CLDN8,A0,0.696219
CLDN9,TP53,0.624372
CLEC12A,DUSP2,0.0658154
CLEC17A,AARS,0.0791995
CLEC18A,PDGFRB,0.0831572
CLEC18B,DENND1C,0.0496937
CLEC18C,HSD17B3,0.00509018
CLEC1B,HSD17B3,0.00509018
CLEC2L,SFMBT2,0.338697
CLEC4D,HOOK1,0.209088
CLEC4F,ERBB2,0.085256
CLEC4GP1,TC2N,0.0369439
CLEC4M,B2M,0.0811701
CLEC5A,MAP3K1,0.297645
CLEC9A,COLQ,0.0477342
CLECL1,THAP11,0.509549
CLGN,A0,0.334509
CLK2P1,STAG3L4,0.154117
CLNK,HSD17B3,0.00509018
CLRN3,HSD17B3,0.00509018
CLSPN,FGF3,0.222443
CLUL1,PAX9,0.0619818
CLVS1,DOPEY1,0.0714381
CLVS2,KCNJ12,0.0897112
CMTM2,HSD17B3,0.00509018
GTSE1-AS1,C6orf118,0.0529382
CNDP1,SH3BP4,0.258374
CNGA3,CBFB,0.171499
CNGA4,ZMYM3,0.123401
CNGB1,TSC22D1,0.0947189
CNIH2,TP53,0.456703
CNKSR2,A0,0.524316
CNR2,COL4A2,0.720735
CNTD2,FAM86C1,0.0535901
CNTN2,AP1M2,0.0303981
CNTN5,PRKAG3,0.258431
CNTN6,NDN,0.0664699
CNTNAP2,KRTAP5-7,0.160122
CNTNAP4,HIST1H3I,0.0454543
CNTNAP5,HSD17B3,0.00509018
COL10A1,CDH1,0.855946
COL11A1,PIK3CA,0.2675
COL11A2,ARHGEF7,0.218776
COL20A1,HSD17B3,0.00509018
COL22A1,TMX1,0.049822
COL25A1,A0,0.643141
COL2A1,A0,0.240901
COL6A6,A0,0.734614
